0,56
56,85
85,144
144,185
185,245
245,275
275,305
305,421
421,481
481,510
510,571
571,601
601,631
631,662
662,692
692,722
722,809
809,901
901,992
992,1023
1023,1080
1080,1137
1137,1166
1166,1340
1340,1401
1401,1434
1434,1497
1497,1621
1621,1685
1685,1745
1745,1836
1836,1896
1896,1925
1925,2044
2044,2071
2071,2129
2129,2187
2187,2274
